5.76983e+09 3.05474e+09 1.77413e+09 6.58786e+08 7.39342e+07 5.10877e+06 1.73625e+06 860836 456875 289667 241089 197081 134211 79224.4
5.25683e+09 2.60563e+09 1.39265e+09 5.78423e+08 6.46756e+07 5.94765e+06 1.98458e+06 1.10073e+06 663587 483959 392714 309683 243120 166509
4.81069e+09 2.6769e+09 1.46803e+09 6.08635e+08 5.54976e+07 4.92347e+06 1.52942e+06 920027 680460 517127 410764 362907 308211 203418
5.56981e+09 2.73051e+09 1.6736e+09 4.69667e+08 6.35293e+07 6.64765e+06 2.30099e+06 961298 683605 511713 357315 295942 249373 104799
4.7233e+09 3.24303e+09 1.81132e+09 6.32092e+08 5.58235e+07 4.91025e+06 2.16379e+06 1.35676e+06 1.00293e+06 853530 698578 570269 420499 302269
5.58841e+09 2.06263e+09 1.84024e+09 5.04972e+08 6.45611e+07 5.06276e+06 1.35443e+06 670996 364732 273039 214247 175055 129587 94805.7
5.41075e+09 3.43283e+09 1.97241e+09 5.85947e+08 6.77382e+07 5.85124e+06 2.27991e+06 1.3598e+06 891880 682262 557418 488913 392098 236332
5.73307e+09 2.73965e+09 1.58308e+09 6.08387e+08 6.11254e+07 6.98633e+06 2.82988e+06 1.4608e+06 895734 673273 524771 381481 274965 167520
4.07189e+09 2.64835e+09 1.42941e+09 5.70276e+08 6.58578e+07 6.92975e+06 2.35119e+06 791174 470047 390189 336910 254764 176429 139102
5.51841e+09 2.74593e+09 1.65934e+09 6.17538e+08 8.45077e+07 6.23044e+06 1.93574e+06 902733 643676 476153 368504 316492 250407 198834
3.39786e+09 2.98761e+09 1.39863e+09 6.96806e+08 6.38769e+07 6.44109e+06 2.23366e+06 1.00098e+06 649297 530268 408177 339686 251958 144547
5.00665e+09 2.23219e+09 1.68905e+09 6.52907e+08 5.84695e+07 6.56065e+06 1.7093e+06 803411 541854 426635 338036 290580 220317 169279
5.07131e+09 3.02679e+09 1.76983e+09 5.96244e+08 6.6835e+07 7.97431e+06 2.49607e+06 994379 620596 472338 415832 338856 265447 193235
6.34227e+09 1.75626e+09 1.44502e+09 5.34003e+08 5.49013e+07 4.43407e+06 1.44195e+06 842344 651274 485324 363585 282729 237522 182534
4.62595e+09 2.67639e+09 1.46837e+09 5.39e+08 5.87821e+07 5.4173e+06 1.32119e+06 885623 606526 479118 359128 300220 263002 172866
4.79898e+09 2.71293e+09 1.88971e+09 5.37495e+08 5.24505e+07 5.33193e+06 1.47077e+06 837350 561958 444161 342978 254384 206898 146395
5.42818e+09 2.93146e+09 1.57958e+09 5.78374e+08 6.84908e+07 4.82157e+06 1.18573e+06 737491 505535 447107 408526 365216 298933 197665
2.96796e+09 2.39332e+09 1.59802e+09 5.92317e+08 5.25037e+07 4.99496e+06 1.49403e+06 836586 625870 443684 332641 260341 209447 156399
5.93139e+09 2.45217e+09 1.74421e+09 6.04068e+08 6.27464e+07 7.06609e+06 2.03862e+06 823611 533860 403227 264085 193502 150574 112725
4.16425e+09 2.75673e+09 1.56095e+09 5.18162e+08 6.0868e+07 6.01727e+06 2.22982e+06 1.09237e+06 673208 399435 251843 177419 150350 126760
4.74726e+09 2.67777e+09 1.43633e+09 5.52602e+08 6.85205e+07 6.8433e+06 2.29459e+06 1.03058e+06 682314 414578 283251 218094 193044 158049
5.63179e+09 3.14867e+09 1.71576e+09 5.75236e+08 5.76166e+07 8.62481e+06 3.13663e+06 1.70269e+06 1.12545e+06 801840 559542 404407 307294 234156
5.98957e+09 2.78154e+09 1.81811e+09 6.06633e+08 6.26948e+07 8.94523e+06 3.84851e+06 2.00554e+06 1.63268e+06 1.2342e+06 1.09272e+06 974947 741686 588515
4.92629e+09 2.82503e+09 1.46913e+09 4.95758e+08 8.31929e+07 6.95786e+06 1.52862e+06 925480 659552 573759 452957 365628 284996 176531
4.96327e+09 2.50909e+09 1.62807e+09 5.99351e+08 6.84667e+07 8.96837e+06 2.78489e+06 1.60843e+06 1.11767e+06 777395 602332 474542 362701 275501
6.09772e+09 2.39922e+09 1.75022e+09 5.56765e+08 6.61766e+07 5.76134e+06 1.54709e+06 620235 421792 288665 232358 201360 160900 109042
5.80496e+09 2.306e+09 1.87438e+09 6.17504e+08 6.95417e+07 9.15001e+06 2.92354e+06 1.34003e+06 801932 570953 427868 365835 305575 213289
4.36997e+09 2.43325e+09 1.73544e+09 6.57837e+08 6.75511e+07 4.54652e+06 1.63835e+06 769096 525602 431288 385159 333324 257753 203159
6.30435e+09 2.68839e+09 1.65879e+09 6.47852e+08 6.06775e+07 5.60348e+06 1.34756e+06 723210 450244 384226 338791 283542 203095 135763
5.72104e+09 2.47535e+09 1.72396e+09 7.09235e+08 7.60642e+07 4.83072e+06 1.43088e+06 819530 517714 406160 353641 305161 266710 185162
4.62251e+09 2.40318e+09 1.63173e+09 6.08193e+08 6.14524e+07 6.78616e+06 2.14222e+06 1.18709e+06 861610 648720 549070 454161 362098 288879
5.48961e+09 3.00347e+09 1.60445e+09 5.80323e+08 5.35194e+07 4.23035e+06 1.30278e+06 731451 548695 450310 380746 325304 262635 172093
5.41959e+09 2.98442e+09 1.44751e+09 6.19797e+08 5.97801e+07 8.28636e+06 2.51659e+06 1.25312e+06 871740 667856 587782 522334 432762 319488
5.33392e+09 3.25501e+09 1.38828e+09 4.93936e+08 4.8592e+07 5.74404e+06 1.95577e+06 959763 564492 424569 365847 317301 262560 204285
4.85559e+09 2.83953e+09 1.67518e+09 5.3667e+08 6.50103e+07 6.79853e+06 2.14581e+06 1.10642e+06 767351 551269 415448 298581 207866 149732
5.46455e+09 3.39655e+09 1.73613e+09 6.21383e+08 5.28015e+07 6.59553e+06 1.54624e+06 801365 590479 465690 408743 330238 284981 208431
4.66445e+09 3.06766e+09 1.58528e+09 6.95734e+08 6.36419e+07 8.76323e+06 2.49764e+06 851956 588417 506634 420660 346941 260328 180330
