   3.9572886e+02   2.7115091e+02   6.4572359e+02   4.7055040e+02   6.0943372e+02   7.0471597e+02   3.2920805e+02   5.4192277e+02   8.0253499e+02   6.1597597e+02   5.0613360e+02   3.8699779e+02   4.0829921e+02   5.7885297e+02   3.2051130e+02   4.3136269e+02   7.3545205e+02   5.8134172e+02   2.6745938e+02   1.4978200e+02   3.9575712e+02   2.1068756e+02   5.3803594e+02   2.9184792e+02   5.6018971e+02   5.1363418e+02   5.2317280e+02   6.9139330e+02   1.0353695e+02   3.5286538e+02   3.1964344e+02   1.8577704e+02   5.5281289e+02   1.5916174e+02   7.0134462e+02   7.1125859e+02   6.2954409e+02   4.0240412e+02   4.9612804e+02   3.4345357e+02   2.1503630e+02   6.2036326e+02   4.6151247e+02   2.3536640e+02   4.5659615e+02   4.0507207e+02   3.4028365e+02   4.4234779e+02   3.6534718e+02   4.7497407e+02   8.8731110e+02
   2.2493693e+02   2.6489208e+02   2.1422339e+02   1.6517962e+02   1.8566353e+02   2.0200783e+02   2.4910218e+02   1.6201235e+02   2.1714775e+02   2.1500243e+02   1.5390421e+02   1.7841312e+02   1.3339454e+02   1.9072136e+02   1.9878853e+02   1.3256289e+02   1.2646908e+02   1.5618771e+02   1.7738515e+02   1.4978200e+02   1.6014567e+02   1.7400996e+02   1.7183949e+02   1.3263373e+02   1.5160172e+02   1.3660420e+02   1.4350959e+02   1.8121725e+02   1.0018230e+02   2.7504062e+02   1.0874340e+02   1.8577704e+02   1.6940735e+02   1.3242343e+02   1.7306566e+02   1.5764481e+02   1.4079335e+02   1.8234722e+02   1.5859163e+02   8.9022253e+01   1.5827419e+02   8.1891748e+01   1.8635080e+02   1.9952087e+02   1.9594696e+02   1.3308095e+02   7.3649707e+01   2.1759905e+02   9.7052625e+01   1.3493751e+02   1.4339809e+02
   1.3843163e+02   1.0252094e+02   1.2371345e+02   1.2972526e+02   8.8494418e+01   1.1573756e+02   1.3650637e+02   1.1669896e+02   1.2481275e+02   8.0367940e+01   7.5505487e+01   7.2819733e+01   1.1035772e+02   7.7109627e+01   9.7444643e+01   1.0456486e+02   1.2646908e+02   1.1898017e+02   1.2324631e+02   9.7432208e+01   1.1434801e+02   1.4955053e+02   1.0694162e+02   9.4748362e+01   9.1060025e+01   1.1528044e+02   8.9773772e+01   1.1839973e+02   8.9705209e+01   1.1024860e+02   1.0874340e+02   5.8412697e+01   1.1684307e+02   1.0336841e+02   1.3464644e+02   9.4730513e+01   1.1229085e+02   1.4516625e+02   9.2779086e+01   8.9022253e+01   1.1075667e+02   8.1891748e+01   9.4595099e+01   8.8017222e+01   1.1745953e+02   7.6149915e+01   7.3649707e+01   1.0952239e+02   8.7126698e+01   9.6695378e+01   8.9579129e+01
   5.6708879e+01   7.0289686e+01   7.9995740e+01   7.7118956e+01   5.5245726e+01   7.9009664e+01   5.9442342e+01   7.9062936e+01   8.7697269e+01   4.7236899e+01   6.3979273e+01   7.2819733e+01   7.6422254e+01   6.7863079e+01   7.7353892e+01   6.0150695e+01   5.6932953e+01   7.3319132e+01   6.8848996e+01   6.9671948e+01   6.1323225e+01   7.7980310e+01   8.1701588e+01   8.1295875e+01   7.2928332e+01   6.8789059e+01   7.7908731e+01   6.6353937e+01   5.2712648e+01   6.6232721e+01   4.8781809e+01   5.8412697e+01   6.2109433e+01   5.4006987e+01   6.9758913e+01   5.2380631e+01   6.2894318e+01   5.6692015e+01   6.4405700e+01   5.4778482e+01   6.4529483e+01   5.7686328e+01   8.2285198e+01   6.6229909e+01   7.7402779e+01   5.2667976e+01   6.1231897e+01   7.7986504e+01   6.0720427e+01   6.0210322e+01   7.1014438e+01
   4.0191178e+01   3.9017324e+01   3.9541305e+01   3.9904746e+01   3.0313178e+01   4.0572036e+01   3.9652003e+01   4.2065924e+01   3.9878348e+01   1.8275007e+01   3.9146825e+01   3.9414530e+01   2.3715400e+01   3.7284618e+01   4.1900952e+01   3.4966541e+01   3.9146664e+01   3.7940909e+01   3.8553764e+01   3.7255168e+01   3.7990882e+01   3.9966239e+01   3.9992180e+01   3.8119659e+01   2.3110202e+01   4.2331624e+01   3.9211780e+01   3.4217835e+01   4.0396298e+01   3.9802216e+01   3.7781381e+01   3.8577096e+01   3.9217102e+01   3.8254200e+01   3.8626328e+01   4.0473698e+01   3.9682249e+01   4.0585991e+01   3.8757348e+01   3.9472407e+01   3.7902730e+01   4.1349034e+01   3.9867708e+01   3.9466067e+01   4.3857209e+01   3.8984403e+01   3.8801119e+01   4.3970106e+01   3.9481299e+01   4.1756349e+01   3.9016417e+01
   3.4798438e+01   3.4807198e+01   3.4793391e+01   3.4786707e+01   4.1822245e-01   3.4788368e+01   3.4800528e+01   3.4805797e+01   3.4792977e+01   1.8440901e-01   3.4791205e+01   3.4791639e+01   1.1362295e+01   3.4785620e+01   3.4800496e+01   1.1212217e+00   3.4786210e+01   6.8195128e-01   3.4792241e+01   7.1227349e-01   7.2038087e-01   3.4797470e+01   3.4791478e+01   3.4797722e+01   1.6991953e-01   3.4802660e+01   1.0331863e+00   7.5875170e-01   3.4788425e+01   3.4800845e+01   3.4804280e+01   3.4787746e+01   6.1132711e-01   3.4793637e+01   3.4791899e+01   3.4803088e+01   3.4795040e+01   3.4790491e+01   3.4785187e+01   3.4789336e+01   3.4785165e+01   1.6536592e+01   1.3539689e+00   3.4789862e+01   1.1437104e+00   3.4792112e+01   3.4794595e+01   8.5517002e-01   1.5208655e+00   3.4801844e+01   3.4786613e+01
   3.4780293e+01   3.4780305e+01   3.4780285e+01   3.4780293e+01   1.4042779e-03   3.4780287e+01   3.4780289e+01   3.4780285e+01   3.4780281e+01   3.0110048e-04   3.4780289e+01   3.4780284e+01   1.1362295e+01   3.4780284e+01   3.4780293e+01   3.4850044e-02   3.4780287e+01   2.1817621e-03   3.4780282e+01   1.0441326e-03   6.3597748e-03   3.4780284e+01   3.4780303e+01   3.4780291e+01   2.9980474e-04   3.4780284e+01   2.3097925e-02   2.9567726e-03   3.4780280e+01   3.4780295e+01   3.4780291e+01   3.4780283e+01   1.5437734e-03   3.4780304e+01   3.4780288e+01   3.4780297e+01   3.4780287e+01   3.4780293e+01   3.4780280e+01   3.4780280e+01   3.4780278e+01   4.3672961e+00   1.8457606e-02   3.4780279e+01   1.9931099e-02   3.4780289e+01   3.4780284e+01   3.1900085e-03   1.5208655e+00   3.4780282e+01   3.4780290e+01
   3.4780275e+01   3.4780275e+01   3.4780275e+01   3.4780275e+01   1.2275804e-06   3.4780275e+01   3.4780275e+01   3.4780275e+01   3.4780275e+01   1.8487771e-07   3.4780275e+01   3.4780275e+01   1.1362295e+01   3.4780275e+01   3.4780275e+01   8.2369436e-06   3.4780275e+01   7.3287652e-07   3.4780275e+01   8.3688525e-07   3.2901964e-06   3.4780275e+01   3.4780275e+01   3.4780275e+01   4.9960761e-08   3.4780275e+01   1.1018682e-05   7.4540293e-07   3.4780275e+01   3.4780275e+01   3.4780275e+01   3.4780275e+01   3.0616621e-07   3.4780275e+01   3.4780275e+01   3.4780275e+01   5.5761135e-01   3.4780275e+01   3.4780275e+01   3.4780275e+01   3.4780275e+01   4.3354237e+00   5.9117356e-06   3.4780275e+01   4.6798014e-06   3.4780275e+01   3.4780275e+01   1.8459485e-06   1.5208655e+00   3.4780275e+01   3.4780275e+01
   2.2412939e-01   5.8066610e-01   4.6508963e-01   5.6805844e-01   0.0000000e+00   8.0289824e-01   4.7914194e-01   2.2577014e-01   1.1533927e-01   0.0000000e+00   2.1377983e-01   5.5448766e-01   7.4871193e-01   3.4780275e+01   9.1948545e-01   0.0000000e+00   8.4573826e-01   0.0000000e+00   5.8006415e-01   0.0000000e+00   0.0000000e+00   4.5942060e-01   2.3494492e-01   2.0313535e-01   0.0000000e+00   1.8763893e-01   0.0000000e+00   0.0000000e+00   2.7947755e-01   3.4780275e+01   7.6887042e-01   4.3369300e+00   0.0000000e+00   3.4780275e+01   3.4780275e+01   7.2949761e-02   1.7162230e-02   5.4252477e-01   3.4780275e+01   2.5324566e-01   7.9074792e-01   4.3354073e+00   0.0000000e+00   5.6630808e-01   0.0000000e+00   4.2841208e-01   3.4780275e+01   0.0000000e+00   6.3081811e-01   3.4780275e+01   4.7776461e-01
   3.0410312e-04   2.2334256e-03   4.1298413e-03   4.0471591e-04   0.0000000e+00   1.3343960e-03   1.8926532e-03   2.4958823e-05   4.5090912e-05   0.0000000e+00   6.6585335e-06   3.4617410e-03   8.1965219e-04   4.7999843e-03   2.1266773e-02   0.0000000e+00   1.0947430e-02   0.0000000e+00   3.1747372e-04   0.0000000e+00   0.0000000e+00   7.7190455e-04   2.5329843e-06   6.4139159e-04   0.0000000e+00   1.2285975e-04   0.0000000e+00   0.0000000e+00   5.3379395e-04   2.6627283e+00   4.6148559e-03   4.3354074e+00   0.0000000e+00   1.4420027e-02   1.7285051e+01   8.0825421e-06   8.3448828e-07   2.6817946e-04   7.4399424e-02   7.2362764e-04   1.6314339e-03   4.3354073e+00   0.0000000e+00   6.9292871e-04   0.0000000e+00   1.5983182e-04   1.1834967e-02   0.0000000e+00   8.3122683e-04   1.3514613e-01   8.7041462e-04
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7806519e-07   1.0305583e-06   0.0000000e+00   1.4072549e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6627283e+00   3.8467761e-07   4.3354073e+00   0.0000000e+00   2.7784040e-08   1.7285051e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.8153856e-07   0.0000000e+00   6.2031404e-08   4.3354073e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1642800e-07   0.0000000e+00   0.0000000e+00   4.8102504e-07   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3354073e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3354073e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3354073e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3354073e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3354073e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3354073e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
